Part Desc;Work Order Qty;Case ID;Activity;Resource;Report Type;Worker ID;Qty Completed;Qty for MRB;activity_duration;Complete Timestamp;weekday;hour;timesincelastevent;timesincecasestart;remtime;event_nr;open_cases
Cable Head;20;Case 231;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4385;10;0;26400.0;2012-01-15 23:38:00;6;23;26940.0;288660.0;635520.0;4;44
Cable Head;200;Case 187;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4385;14;0;26400.0;2012-01-15 23:39:00;6;23;27000.0;1174140.0;3634560.0;13;44
Spur Gear;100;Case 11;Turning & Milling - Machine 10;Machine 10 - Grinding;S;ID4132;0;0;20160.0;2012-01-15 23:40:00;6;23;0.0;0.0;829860.0;1;45
Spur Gear;85;Case 210;Packing;Packing;D;ID4820;65;0;3600.0;2012-01-16 01:00:00;0;1;56340.0;1069200.0;0.0;28;42
Blade;16;Case 253;Packing;Packing;D;ID4820;3;0;3600.0;2012-01-16 01:00:00;0;1;0.0;587460.0;0.0;13;42
Blade;16;Case 253;Packing;Packing;D;ID4820;12;0;3600.0;2012-01-16 01:00:00;0;1;64680.0;587460.0;0.0;14;42
Bushing;40;Case 255;Packing;Packing;D;ID4820;40;0;3600.0;2012-01-16 01:00:00;0;1;394680.0;1148400.0;0.0;5;42
Ballnut;16;Case 241;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4429;0;0;4500.0;2012-01-16 01:15:00;0;1;0.0;0.0;949500.0;1;43
Cable Head;150;Case 271;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-01-16 01:15:00;0;1;0.0;1138920.0;5528700.0;14;43
Cable Head;150;Case 271;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-01-16 01:15:00;0;1;951420.0;1138920.0;5528700.0;15;43
Punch Plate;170;Case 20;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;S;ID4794;2;0;14940.0;2012-01-16 02:34:00;0;2;15000.0;44880.0;3191160.0;5;43
Ballnut;16;Case 239;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4794;12;0;19320.0;2012-01-16 02:37:00;0;2;46680.0;71940.0;1203780.0;5;43
Cable Head;20;Case 231;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4528;6;0;17940.0;2012-01-16 04:33:00;0;4;17700.0;306360.0;617820.0;5;43
Punch Plate;170;Case 20;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4794;22;0;7320.0;2012-01-16 04:38:00;0;4;7440.0;52320.0;3183720.0;6;43
Cable Head;200;Case 187;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4528;8;0;20640.0;2012-01-16 05:17:00;0;5;20280.0;1194420.0;3614280.0;14;43
Spur Gear;10;Case 243;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4794;0;0;14280.0;2012-01-16 06:36:00;0;6;0.0;0.0;1130460.0;1;44
Cable Head;5;Case 232;Round Grinding - Machine 12;Machine 12 - Grinding;D;ID4528;1;0;5700.0;2012-01-16 06:55:00;0;6;26580.0;1122540.0;191640.0;15;44
O-Ring;9;Case 265;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;9;0;960.0;2012-01-16 08:28:00;0;8;589080.0;1009740.0;271980.0;7;44
Gauge;40;Case 224;Turning & Milling Q.C.;Quality Check 1;S;ID4163;0;0;6000.0;2012-01-16 08:40:00;0;8;0.0;0.0;288600.0;1;45
Ballnut;64;Case 249;Turning & Milling Q.C.;Quality Check 1;D;ID4287;63;0;6000.0;2012-01-16 08:40:00;0;8;37500.0;322500.0;513900.0;7;45
Gauge;40;Case 224;Turning & Milling Q.C.;Quality Check 1;S;ID4163;0;0;1800.0;2012-01-16 09:30:00;0;9;3000.0;3000.0;285600.0;2;45
O-Ring;9;Case 265;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;9;0;4140.0;2012-01-16 09:37:00;0;9;4140.0;1013880.0;267840.0;8;45
Spur Gear;100;Case 11;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4641;1;0;10200.0;2012-01-16 09:49:00;0;9;36540.0;36540.0;793320.0;2;45
Spur Gear;100;Case 11;Turning & Milling Q.C.;Quality Check 1;D;ID4287;0;0;3240.0;2012-01-16 09:54:00;0;9;300.0;36840.0;793020.0;3;45
Socket;40;Case 194;Turning & Milling Q.C.;Quality Check 1;D;ID4287;2;0;1800.0;2012-01-16 10:30:00;0;10;59520.0;516960.0;1866600.0;15;45
Cable Head;150;Case 271;Grinding Rework;Machine 11 - Grinding;D;ID4882;0;0;1620.0;2012-01-16 10:37:00;0;10;33720.0;1172640.0;5494980.0;16;45
Cable Head;250;Case 178;Grinding Rework - Machine 27;Machine 27 - Grinding;D;ID4872;0;0;13800.0;2012-01-16 10:47:00;0;10;62400.0;1231020.0;4976880.0;7;45
Spur Gear;10;Case 243;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4529;1;0;14400.0;2012-01-16 11:00:00;0;11;15840.0;15840.0;1114620.0;2;45
Cable Head;150;Case 257;Turning & Milling Q.C.;Quality Check 1;D;ID4163;148;0;11520.0;2012-01-16 12:42:00;0;12;79140.0;442800.0;6379080.0;14;45
Cable Head;150;Case 271;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;32;0;1920.0;2012-01-16 12:45:00;0;12;7680.0;1180320.0;5487300.0;17;45
Spur Gear;10;Case 243;Turning & Milling Q.C.;Quality Check 1;D;ID4287;0;0;8280.0;2012-01-16 12:48:00;0;12;6480.0;22320.0;1108140.0;3;45
Cable Head;150;Case 257;Turning & Milling Q.C.;Quality Check 1;D;ID4163;0;0;420.0;2012-01-16 12:50:00;0;12;480.0;443280.0;6378600.0;15;45
Flange Bolt;13;Case 235;Turning & Milling Q.C.;Quality Check 1;S;ID4163;0;0;60.0;2012-01-16 14:12:00;0;14;0.0;0.0;3191880.0;1;46
O-Ring;9;Case 265;Round Grinding - Manual;Machine 27 - Grinding;S;ID4872;0;0;4620.0;2012-01-16 14:54:00;0;14;19020.0;1032900.0;248820.0;9;46
Compound Dies;18;Case 263;other;Quality Check 1;D;ID4287;18;0;6000.0;2012-01-16 15:00:00;0;15;959580.0;1224000.0;554400.0;11;46
Cable Head;150;Case 271;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;16;0;1020.0;2012-01-16 15:07:00;0;15;8520.0;1188840.0;5478780.0;18;46
Cable Head;180;Case 199;Turning & Milling Q.C.;Quality Check 1;D;ID4163;37;0;8040.0;2012-01-16 15:34:00;0;15;77460.0;1174740.0;6376860.0;42;46
Cable Head;250;Case 178;other;Machine 2 - Round Grinding;D;ID4355;22;0;19740.0;2012-01-16 15:43:00;0;15;17760.0;1248780.0;4959120.0;8;46
O-Ring;9;Case 265;Round Grinding - Manual;Machine 27 - Grinding;D;ID4872;1;0;3540.0;2012-01-16 15:53:00;0;15;3540.0;1036440.0;245280.0;10;46
Cable Head;180;Case 199;Turning & Milling Q.C.;Quality Check 1;D;ID4163;0;0;1200.0;2012-01-16 15:54:00;0;15;1200.0;1175940.0;6375660.0;43;46
Socket;40;Case 194;Turning - Machine 9;Machine 9 - Turning & Milling;D;ID3846;27;0;32100.0;2012-01-16 15:58:00;0;15;19680.0;536640.0;1846920.0;16;46
Cable Head;180;Case 199;Turning & Milling Q.C.;Quality Check 1;D;ID4163;0;0;360.0;2012-01-16 16:00:00;0;16;360.0;1176300.0;6375300.0;44;46
Ballnut;64;Case 249;Flat Grinding - Machine 11;Machine 11 - Grinding;D;ID0998;63;0;8940.0;2012-01-16 16:08:00;0;16;26880.0;349380.0;487020.0;8;46
Wheel Shaft;20;Case 201;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;S;ID4219;0;0;29340.0;2012-01-16 16:09:00;0;16;693540.0;1090440.0;3056760.0;13;46
Cable Head;180;Case 199;Turning & Milling Q.C.;Quality Check 1;D;ID4163;0;0;600.0;2012-01-16 16:10:00;0;16;600.0;1176900.0;6374700.0;45;46
Spur Gear;100;Case 11;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4641;17;0;23520.0;2012-01-16 16:22:00;0;16;23280.0;60120.0;769740.0;4;46
Punch Plate;170;Case 20;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4429;39;0;32220.0;2012-01-16 16:26:00;0;16;42480.0;94800.0;3141240.0;7;46
Spur Gear;10;Case 243;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4529;9;0;20280.0;2012-01-16 16:39:00;0;16;13860.0;36180.0;1094280.0;4;46
Cable Head;150;Case 257;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID4882;148;0;6900.0;2012-01-16 17:03:00;0;17;15180.0;458460.0;6363420.0;16;46
Ballnut;64;Case 249;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;63;0;4440.0;2012-01-16 17:22:00;0;17;4440.0;353820.0;482580.0;9;46
Socket;40;Case 194;Turning - Machine 9;Machine 9 - Turning & Milling;D;ID4641;4;0;5160.0;2012-01-16 17:48:00;0;17;6600.0;543240.0;1840320.0;17;46
Socket;40;Case 194;Turning - Machine 9;Machine 9 - Turning & Milling;D;ID4641;2;0;60.0;2012-01-16 17:50:00;0;17;120.0;543360.0;1840200.0;18;46
Spinner;100;Case 256;Turning - Machine 8;Machine 15 - Turning;D;ID0997;20;0;5400.0;2012-01-16 17:51:00;0;17;0.0;0.0;3078540.0;1;47
Punch Plate;170;Case 20;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4529;7;0;2820.0;2012-01-16 17:52:00;0;17;5160.0;99960.0;3136080.0;8;47
Flange Bolt;13;Case 235;Turning & Milling Q.C.;Quality Check 1;S;ID4163;0;0;5760.0;2012-01-16 18:00:00;0;18;13680.0;13680.0;3178200.0;2;47
Flange Bolt;13;Case 235;Turning & Milling - Machine 10;Machine 10 - Grinding;S;ID4132;0;0;4200.0;2012-01-16 18:08:00;0;18;480.0;14160.0;3177720.0;3;47
Cable Head;200;Case 187;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4385;0;0;6720.0;2012-01-16 21:20:00;0;21;57780.0;1252200.0;3556500.0;15;47
Spur Gear;100;Case 11;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4132;18;0;19800.0;2012-01-16 23:38:00;0;23;26160.0;86280.0;743580.0;5;47
Cable Head;250;Case 178;other;Machine 2 - Round Grinding;D;ID4385;0;0;25620.0;2012-01-16 23:40:00;0;23;28620.0;1277400.0;4930500.0;9;47
Cable Head;200;Case 187;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4385;0;0;8340.0;2012-01-16 23:40:00;0;23;8400.0;1260600.0;3548100.0;16;47
Cable Head;5;Case 232;Round Grinding - Machine 12;Machine 12 - Grinding;D;ID4528;1;0;12960.0;2012-01-16 23:50:00;0;23;60900.0;1183440.0;130740.0;16;47
Ballnut;50;Case 258;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4794;1;0;13440.0;2012-01-17 00:00:00;1;0;0.0;0.0;1645200.0;1;48
Ballnut;108;Case 215;Packing;Packing;D;ID4820;108;0;3600.0;2012-01-17 01:00:00;1;1;137100.0;985140.0;30600.0;11;48
Cable Head;30;Case 219;Packing;Packing;D;ID4820;19;0;3600.0;2012-01-17 01:00:00;1;1;132300.0;1151760.0;86400.0;10;48
Ballnut;16;Case 241;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4429;0;0;4500.0;2012-01-17 01:15:00;1;1;86400.0;86400.0;863100.0;2;48
Ballnut;50;Case 258;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4794;1;0;6540.0;2012-01-17 01:50:00;1;1;6600.0;6600.0;1638600.0;2;48
Spinner;100;Case 256;Turning - Machine 8;Machine 15 - Turning;D;ID4932;45;0;21180.0;2012-01-17 02:04:00;1;2;29580.0;29580.0;3048960.0;2;48
Spinner;100;Case 256;Turning - Machine 8;Machine 15 - Turning;D;ID4794;35;0;15420.0;2012-01-17 06:21:00;1;6;15420.0;45000.0;3033540.0;3;48
Spur Gear;100;Case 11;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4932;19;0;25080.0;2012-01-17 06:37:00;1;6;25140.0;111420.0;718440.0;6;48
Cable Head;250;Case 178;other;other;D;ID4528;0;0;24300.0;2012-01-17 06:37:00;1;6;25020.0;1302420.0;4905480.0;10;48
Punch Plate;170;Case 20;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4794;55;0;38100.0;2012-01-17 06:49:00;1;6;46620.0;146580.0;3089460.0;9;48
O-Ring;9;Case 265;Round Grinding - Manual;Machine 27 - Grinding;D;ID4872;0;0;1680.0;2012-01-17 07:18:00;1;7;55500.0;1091940.0;189780.0;11;48
Cable Head;151;Case 177;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;6000.0;2012-01-17 08:40:00;1;8;728820.0;1116900.0;6280500.0;5;48
Socket;40;Case 194;Turning Q.C.;Quality Check 1;D;ID4287;38;0;6000.0;2012-01-17 08:40:00;1;8;53400.0;596760.0;1786800.0;19;48
Fastener;313;Case 237;Round Grinding - Machine 3;Machine 3 - Round Grinding;S;ID4445;0;0;8580.0;2012-01-17 09:23:00;1;9;504060.0;1238880.0;4336020.0;7;48
Wheel Shaft;20;Case 201;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;S;ID4219;1;0;6660.0;2012-01-17 09:28:00;1;9;62340.0;1152780.0;2994420.0;14;48
Ballnut;108;Case 215;Final Inspection Q.C.;Quality Check 1;D;ID4618;108;0;4500.0;2012-01-17 09:30:00;1;9;30600.0;1015740.0;0.0;12;47
Cable Head;180;Case 199;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;39;0;4800.0;2012-01-17 09:38:00;1;9;62880.0;1239780.0;6311820.0;46;47
Spur Gear;10;Case 243;Turning & Milling Q.C.;Quality Check 1;D;ID4618;9;0;7560.0;2012-01-17 10:44:00;1;10;65100.0;101280.0;1029180.0;5;47
Spur Gear;251;Case 10;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;S;ID3846;1;0;14640.0;2012-01-17 11:05:00;1;11;0.0;0.0;1432500.0;1;48
O-Ring;9;Case 265;Round Grinding - Manual;Machine 27 - Grinding;D;ID4872;8;0;13680.0;2012-01-17 11:10:00;1;11;13920.0;1105860.0;175860.0;12;48
Punch Holder;350;Case 267;Turning & Milling Q.C.;Quality Check 1;D;ID4618;118;0;4500.0;2012-01-17 11:12:00;1;11;473400.0;1012440.0;6270480.0;25;48
Spur Gear;251;Case 10;Turning Q.C.;Quality Check 1;D;ID4618;0;0;900.0;2012-01-17 11:15:00;1;11;600.0;600.0;1431900.0;2;48
Punch Holder;350;Case 188;Turning & Milling Q.C.;Quality Check 1;D;ID4618;27;0;240.0;2012-01-17 11:22:00;1;11;1275720.0;1290720.0;1827660.0;5;48
Punch Holder;350;Case 267;Turning & Milling Q.C.;Quality Check 1;D;ID4618;32;0;4500.0;2012-01-17 11:35:00;1;11;1380.0;1013820.0;6269100.0;26;48
Spur Gear;100;Case 11;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4641;7;0;4500.0;2012-01-17 12:01:00;1;12;19440.0;130860.0;699000.0;7;48
Compound Dies;18;Case 263;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;18;0;780.0;2012-01-17 12:11:00;1;12;76260.0;1300260.0;478140.0;12;48
Cable Head;151;Case 177;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;13800.0;2012-01-17 12:50:00;1;12;15000.0;1131900.0;6265500.0;6;48
Spinner;100;Case 256;Turning Q.C.;Quality Check 1;D;ID4287;100;0;8400.0;2012-01-17 12:50:00;1;12;23340.0;68340.0;3010200.0;4;48
Wheel Shaft;20;Case 201;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;D;ID0997;2;0;10440.0;2012-01-17 12:55:00;1;12;12420.0;1165200.0;2982000.0;15;48
Ballnut;50;Case 258;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4529;3;0;6420.0;2012-01-17 13:13:00;1;13;40980.0;47580.0;1597620.0;3;48
Compound Dies;18;Case 263;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;18;0;2400.0;2012-01-17 13:27:00;1;13;4560.0;1304820.0;473580.0;13;48
Cable Head;150;Case 271;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;40;0;15600.0;2012-01-17 13:27:00;1;13;80400.0;1269240.0;5398380.0;19;48
Ballnut;64;Case 249;Round Grinding - Manual;Machine 27 - Grinding;S;ID4872;0;0;2640.0;2012-01-17 13:32:00;1;13;72600.0;426420.0;409980.0;10;48
Ballnut;16;Case 239;Turning & Milling Q.C.;Quality Check 1;D;ID4618;16;0;7500.0;2012-01-17 13:33:00;1;13;125760.0;197700.0;1078020.0;6;48
Cable Head;150;Case 271;Grinding Rework;Machine 11 - Grinding;D;ID4882;0;0;9060.0;2012-01-17 14:16:00;1;14;2940.0;1272180.0;5395440.0;20;48
Spur Gear;105;Case 230;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;36;0;3480.0;2012-01-17 14:25:00;1;14;538080.0;997860.0;3717840.0;12;48
Piston;78;Case 148;other;other;D;ID3767;1;0;25200.0;2012-01-17 15:00:00;1;15;531000.0;531000.0;3455580.0;2;49
Spinner;100;Case 256;Turning - Machine 8;Machine 8 - Turning & Milling;S;ID0997;0;0;7200.0;2012-01-17 15:00:00;1;15;7800.0;76140.0;3002400.0;5;49
Drill;325;Case 259;Turning & Milling - Machine 10;Machine 10 - Grinding;S;ID4641;0;0;14400.0;2012-01-17 15:00:00;1;15;0.0;0.0;6170400.0;1;49
Spur Gear;20;Case 13;Turning - Machine 9;Machine 9 - Turning & Milling;S;ID3846;0;0;5400.0;2012-01-17 15:17:00;1;15;0.0;0.0;73500.0;1;50
Cable Head;180;Case 199;Grinding Rework - Machine 27;Machine 27 - Grinding;D;ID4872;0;0;1980.0;2012-01-17 15:47:00;1;15;22140.0;1261920.0;6289680.0;47;50
Punch Plate;170;Case 20;Turning & Milling Q.C.;Quality Check 1;D;ID4618;170;0;1620.0;2012-01-17 15:53:00;1;15;32640.0;179220.0;3056820.0;10;50
Spur Gear;105;Case 230;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID4882;68;0;3060.0;2012-01-17 15:53:00;1;15;5280.0;1003140.0;3712560.0;13;50
Drill;325;Case 259;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4641;2;0;3300.0;2012-01-17 15:55:00;1;15;3300.0;3300.0;6167100.0;2;50
Spur Gear;20;Case 13;Turning - Machine 9;Machine 9 - Turning & Milling;D;ID3846;2;0;1500.0;2012-01-17 15:56:00;1;15;2340.0;2340.0;71160.0;2;50
Cable Head;40;Case 196;Turning & Milling Q.C.;Quality Check 1;D;ID4163;0;0;9540.0;2012-01-17 15:59:00;1;15;0.0;0.0;2970060.0;1;51
Fastener;313;Case 237;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4445;72;0;23880.0;2012-01-17 16:02:00;1;16;23940.0;1262820.0;4312080.0;8;51
Cable Head;250;Case 178;other;Machine 2 - Round Grinding;D;ID4355;0;0;33000.0;2012-01-17 16:03:00;1;16;33960.0;1336380.0;4871520.0;11;51
Spur Gear;105;Case 230;Flat Grinding - Machine 11;Machine 11 - Grinding;D;ID0998;34;0;8400.0;2012-01-17 16:45:00;1;16;3120.0;1006260.0;3709440.0;14;51
Cable Head;5;Case 232;Final Inspection Q.C.;Quality Check 1;D;ID4493;0;0;14400.0;2012-01-17 17:00:00;1;17;61800.0;1245240.0;68940.0;17;51
Plug;13;Case 26;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;S;ID4167;0;0;2400.0;2012-01-17 17:57:00;1;17;0.0;0.0;3654180.0;1;52
O-Ring;9;Case 265;Final Inspection Q.C.;Quality Check 1;D;ID4618;0;0;18180.0;2012-01-17 18:03:00;1;18;24780.0;1130640.0;151080.0;13;52
Spinner;100;Case 256;Turning - Machine 8;Machine 8 - Turning & Milling;S;ID4219;1;0;4800.0;2012-01-17 18:08:00;1;18;11280.0;87420.0;2991120.0;6;52
Spinner;100;Case 256;Turning - Machine 8;Machine 8 - Turning & Milling;D;ID4219;0;0;1860.0;2012-01-17 18:40:00;1;18;1920.0;89340.0;2989200.0;7;52
Spinner;100;Case 256;Turning - Machine 8;Machine 8 - Turning & Milling;D;ID4219;8;0;240.0;2012-01-17 18:45:00;1;18;300.0;89640.0;2988900.0;8;52
Punch Plate;170;Case 20;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4167;16;0;10800.0;2012-01-17 18:50:00;1;18;10620.0;189840.0;3046200.0;11;52
Spur Gear;20;Case 13;Turning - Machine 9;Machine 9 - Turning & Milling;D;ID4132;18;0;10800.0;2012-01-17 19:23:00;1;19;12420.0;14760.0;58740.0;3;52
Spur Gear;251;Case 10;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;S;ID4132;0;0;2220.0;2012-01-17 20:01:00;1;20;31560.0;32160.0;1400340.0;3;52
Plug;13;Case 26;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;S;ID4794;1;0;8820.0;2012-01-17 22:36:00;1;22;16740.0;16740.0;3637440.0;2;52
Plug;13;Case 24;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;S;ID4932;1;0;12180.0;2012-01-17 23:24:00;1;23;0.0;0.0;3634560.0;1;53
Drill;325;Case 259;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4132;18;0;25800.0;2012-01-17 23:42:00;1;23;28020.0;31320.0;6139080.0;3;53
Spur Gear;251;Case 10;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;ID4132;17;0;13320.0;2012-01-17 23:43:00;1;23;13320.0;45480.0;1387020.0;4;53
Ballnut;64;Case 249;Round Grinding - Machine 2;Machine 2 - Round Grinding;S;ID4385;0;0;14040.0;2012-01-18 00:53:00;2;0;40860.0;467280.0;369120.0;11;53
Spur Gear;20;Case 13;Packing;Packing;D;ID4820;20;0;3600.0;2012-01-18 01:00:00;2;1;20220.0;34980.0;38520.0;4;52
Cable Head;30;Case 219;Packing;Packing;D;ID4820;7;0;3600.0;2012-01-18 01:00:00;2;1;86400.0;1238160.0;0.0;11;52
Cable Head;5;Case 232;Packing;Packing;D;ID4820;3;0;3600.0;2012-01-18 01:00:00;2;1;28800.0;1274040.0;40140.0;18;52
Housing;24;Case 248;Packing;Packing;D;ID4820;23;0;3600.0;2012-01-18 01:00:00;2;1;208140.0;810420.0;26640.0;14;52
Punch Holder;350;Case 267;Wire Cut - Machine 13;Wire Cut - Machine 13;D;ID3767;20;0;4500.0;2012-01-18 01:15:00;2;1;49200.0;1063020.0;6219900.0;27;52
Cable Head;150;Case 271;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-01-18 01:15:00;2;1;39540.0;1311720.0;5355900.0;21;52
Ballnut;64;Case 249;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4385;5;0;4440.0;2012-01-18 02:07:00;2;2;4440.0;471720.0;364680.0;12;52
Plug;13;Case 24;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4932;12;0;16680.0;2012-01-18 04:03:00;2;4;16740.0;16740.0;3617820.0;2;52
Cable Head;557;Case 18;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;S;ID4932;2;0;6000.0;2012-01-18 05:31:00;2;5;0.0;0.0;6230460.0;1;53
Fastener;313;Case 237;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4528;47;0;34320.0;2012-01-18 06:26:00;2;6;51840.0;1314660.0;4260240.0;9;53
Spinner;100;Case 256;Turning - Machine 8;Machine 8 - Turning & Milling;D;ID4794;26;0;37260.0;2012-01-18 06:31:00;2;6;42360.0;132000.0;2946540.0;9;53
Spur Gear;251;Case 10;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;ID4794;37;0;24180.0;2012-01-18 06:32:00;2;6;24540.0;70020.0;1362480.0;5;53
Plug;13;Case 26;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;B;ID4794;0;0;28500.0;2012-01-18 06:32:00;2;6;28560.0;45300.0;3608880.0;3;53
Drill;325;Case 259;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4794;17;0;24420.0;2012-01-18 06:37:00;2;6;24900.0;56220.0;6114180.0;4;53
Cable Head;557;Case 18;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4932;8;0;4020.0;2012-01-18 06:39:00;2;6;4080.0;4080.0;6226380.0;2;53
Spur Gear;251;Case 10;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;ID3846;4;0;1500.0;2012-01-18 07:24:00;2;7;3120.0;73140.0;1359360.0;6;53
Ballnut;50;Case 258;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4529;0;0;1560.0;2012-01-18 07:41:00;2;7;66480.0;114060.0;1531140.0;4;53
Spur Gear;20;Case 13;Turning Q.C.;Quality Check 1;D;ID4618;20;0;3180.0;2012-01-18 07:43:00;2;7;24180.0;59160.0;14340.0;5;53
Cable Head;151;Case 177;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;3600.0;2012-01-18 08:00:00;2;8;69000.0;1200900.0;6196500.0;7;53
Housing;24;Case 248;Final Inspection Q.C.;Quality Check 1;D;ID4493;23;0;5040.0;2012-01-18 08:24:00;2;8;26640.0;837060.0;0.0;15;52
Spur Gear;20;Case 13;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID4872;20;0;2400.0;2012-01-18 08:25:00;2;8;2520.0;61680.0;11820.0;6;52
Drill;325;Case 259;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4641;4;0;4800.0;2012-01-18 08:30:00;2;8;6780.0;63000.0;6107400.0;5;52
Spur Gear;100;Case 11;Turning & Milling Q.C.;Quality Check 1;D;ID4287;0;0;5880.0;2012-01-18 08:38:00;2;8;74220.0;205080.0;624780.0;8;52
Cable Head;151;Case 177;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;2400.0;2012-01-18 08:40:00;2;8;2400.0;1203300.0;6194100.0;8;52
Cable Head;557;Case 18;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;B;ID4429;0;0;6180.0;2012-01-18 08:44:00;2;8;7500.0;11580.0;6218880.0;3;52
Cable Head;150;Case 271;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;30;0;3840.0;2012-01-18 08:44:00;2;8;26940.0;1338660.0;5328960.0;22;52
Compound Dies;18;Case 263;Final Inspection Q.C.;Quality Check 1;D;ID4287;0;0;0.0;2012-01-18 09:00:00;2;9;70380.0;1375200.0;403200.0;14;52
Compound Dies;18;Case 263;Round Grinding - Manual;Machine 27 - Grinding;S;ID4872;0;0;3720.0;2012-01-18 09:11:00;2;9;660.0;1375860.0;402540.0;15;52
Spur Gear;100;Case 11;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4641;0;0;4500.0;2012-01-18 09:50:00;2;9;4320.0;209400.0;620460.0;9;52
Fastener;313;Case 237;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4445;26;0;6720.0;2012-01-18 09:50:00;2;9;12240.0;1326900.0;4248000.0;10;52
Spur Gear;100;Case 11;Turning & Milling - Machine 10;Machine 10 - Grinding;S;ID4641;0;0;4800.0;2012-01-18 09:56:00;2;9;360.0;209760.0;620100.0;10;52
Compound Dies;18;Case 263;Round Grinding - Manual;Machine 27 - Grinding;D;ID4287;0;0;4500.0;2012-01-18 10:15:00;2;10;3840.0;1379700.0;398700.0;16;52
